shape_id,subject_class,subject_uri,property,property_uri,object_class,object_uri,total_entities,occurrence_count,coverage_ratio,coverage_percent,shape_pattern,participating_entities
shape_000775,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Peptide_Annotation,http://purl.uniprot.org/core/Peptide_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Peptide_Annotation,
shape_000776,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Pharmaceutical_Annotation,http://purl.uniprot.org/core/Pharmaceutical_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Pharmaceutical_Annotation,
shape_000777,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Polymorphism_Annotation,http://purl.uniprot.org/core/Polymorphism_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Polymorphism_Annotation,
shape_000778,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Propeptide_Annotation,http://purl.uniprot.org/core/Propeptide_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Propeptide_Annotation,
shape_000779,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:RNA_Editing_Annotation,http://purl.uniprot.org/core/RNA_Editing_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:RNA_Editing_Annotation,
shape_000780,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Redox_Potential_Annotation,http://purl.uniprot.org/core/Redox_Potential_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Redox_Potential_Annotation,
shape_000781,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Region_Annotation,http://purl.uniprot.org/core/Region_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Region_Annotation,
shape_000782,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Repeat_Annotation,http://purl.uniprot.org/core/Repeat_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Repeat_Annotation,
shape_000783,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Ribosomal_Frameshifting,http://purl.uniprot.org/core/Ribosomal_Frameshifting,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Ribosomal_Frameshifting,
shape_000784,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Sequence_Caution_Annotation,http://purl.uniprot.org/core/Sequence_Caution_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Sequence_Caution_Annotation,
shape_000799,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Zinc_Finger_Annotation,http://purl.uniprot.org/core/Zinc_Finger_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Zinc_Finger_Annotation,
shape_000786,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Sequence_Uncertainty_Annotation,http://purl.uniprot.org/core/Sequence_Uncertainty_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Sequence_Uncertainty_Annotation,
shape_000787,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Signal_Peptide_Annotation,http://purl.uniprot.org/core/Signal_Peptide_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Signal_Peptide_Annotation,
shape_000788,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Similarity_Annotation,http://purl.uniprot.org/core/Similarity_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Similarity_Annotation,
shape_000789,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Site_Annotation,http://purl.uniprot.org/core/Site_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Site_Annotation,
shape_000790,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Subcellular_Location_Annotation,http://purl.uniprot.org/core/Subcellular_Location_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Subcellular_Location_Annotation,
shape_000791,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Subunit_Annotation,http://purl.uniprot.org/core/Subunit_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Subunit_Annotation,
shape_000792,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Temperature_Dependence_Annotation,http://purl.uniprot.org/core/Temperature_Dependence_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Temperature_Dependence_Annotation,
shape_000793,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Tissue_Specificity_Annotation,http://purl.uniprot.org/core/Tissue_Specificity_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Tissue_Specificity_Annotation,
shape_000794,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Topological_Domain_Annotation,http://purl.uniprot.org/core/Topological_Domain_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Topological_Domain_Annotation,
shape_000795,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Toxic_Dose_Annotation,http://purl.uniprot.org/core/Toxic_Dose_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Toxic_Dose_Annotation,
shape_000796,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Transit_Peptide_Annotation,http://purl.uniprot.org/core/Transit_Peptide_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Transit_Peptide_Annotation,
shape_000797,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Transmembrane_Annotation,http://purl.uniprot.org/core/Transmembrane_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Transmembrane_Annotation,
shape_000798,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Turn_Annotation,http://purl.uniprot.org/core/Turn_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Turn_Annotation,
shape_000785,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Sequence_Conflict_Annotation,http://purl.uniprot.org/core/Sequence_Conflict_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Sequence_Conflict_Annotation,
shape_000855,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:reviewed,http://purl.uniprot.org/core/reviewed,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:reviewed -> Resource,
shape_000856,uniprot.core:Natural_Variant_Annotation,http://purl.uniprot.org/core/Natural_Variant_Annotation,skos:related,http://www.w3.org/2004/02/skos/core#related,Resource,Resource,0,0,0.0,0.0,uniprot.core:Natural_Variant_Annotation -> skos:related -> Resource,
shape_000857,uniprot.core:Nucleotide_Resource,http://purl.uniprot.org/core/Nucleotide_Resource,uniprot.core:database,http://purl.uniprot.org/core/database,Resource,Resource,0,0,0.0,0.0,uniprot.core:Nucleotide_Resource -> uniprot.core:database -> Resource,
shape_000858,uniprot.core:Resource,http://purl.uniprot.org/core/Resource,uniprot.core:database,http://purl.uniprot.org/core/database,Resource,Resource,0,0,0.0,0.0,uniprot.core:Resource -> uniprot.core:database -> Resource,
shape_000859,uniprot.core:Structure_Resource,http://purl.uniprot.org/core/Structure_Resource,uniprot.core:database,http://purl.uniprot.org/core/database,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structure_Resource -> uniprot.core:database -> Resource,
shape_000860,uniprot.core:Transcript_Resource,http://purl.uniprot.org/core/Transcript_Resource,uniprot.core:database,http://purl.uniprot.org/core/database,Resource,Resource,0,0,0.0,0.0,uniprot.core:Transcript_Resource -> uniprot.core:database -> Resource,
shape_000861,uniprot.core:Nucleotide_Resource,http://purl.uniprot.org/core/Nucleotide_Resource,uniprot.core:sequenceDiscrepancy,http://purl.uniprot.org/core/sequenceDiscrepancy,Resource,Resource,0,0,0.0,0.0,uniprot.core:Nucleotide_Resource -> uniprot.core:sequenceDiscrepancy -> Resource,
shape_000862,uniprot.core:Part,http://purl.uniprot.org/core/Part,uniprot.core:enzyme,http://purl.uniprot.org/core/enzyme,Resource,Resource,0,0,0.0,0.0,uniprot.core:Part -> uniprot.core:enzyme -> Resource,
shape_000863,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:enzyme,http://purl.uniprot.org/core/enzyme,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:enzyme -> Resource,
shape_000864,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:classifiedWith,http://purl.uniprot.org/core/classifiedWith,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:classifiedWith -> Resource,
shape_000017,rdf:Statement,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement,rdf:subject,http://www.w3.org/1999/02/22-rdf-syntax-ns#subject,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,rdf:Statement -> rdf:subject -> uniprot.core:External_Sequence,
shape_000850,uniprot.core:Mass_Spectrometry_Annotation,http://purl.uniprot.org/core/Mass_Spectrometry_Annotation,uniprot.core:measuredError,http://purl.uniprot.org/core/measuredError,Resource,Resource,0,0,0.0,0.0,uniprot.core:Mass_Spectrometry_Annotation -> uniprot.core:measuredError -> Resource,
shape_000826,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,uniprot.core:fragment,http://purl.uniprot.org/core/fragment,Resource,Resource,0,0,0.0,0.0,uniprot.core:Simple_Sequence -> uniprot.core:fragment -> Resource,
shape_000868,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:proteome,http://purl.uniprot.org/core/proteome,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:proteome -> Resource,
shape_000869,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:withdrawnFromINSDC,http://purl.uniprot.org/core/withdrawnFromINSDC,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:withdrawnFromINSDC -> Resource,
shape_000870,uniprot.core:RNA_Editing_Annotation,http://purl.uniprot.org/core/RNA_Editing_Annotation,uniprot.core:frameshift,http://purl.uniprot.org/core/frameshift,Resource,Resource,0,0,0.0,0.0,uniprot.core:RNA_Editing_Annotation -> uniprot.core:frameshift -> Resource,
shape_000871,uniprot.core:Resource,http://purl.uniprot.org/core/Resource,uniprot.core:signatureSequenceMatch,http://purl.uniprot.org/core/signatureSequenceMatch,Resource,Resource,0,0,0.0,0.0,uniprot.core:Resource -> uniprot.core:signatureSequenceMatch -> Resource,
shape_000872,uniprot.core:Structure_Resource,http://purl.uniprot.org/core/Structure_Resource,uniprot.core:chainSequenceMapping,http://purl.uniprot.org/core/chainSequenceMapping,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structure_Resource -> uniprot.core:chainSequenceMapping -> Resource,
shape_000873,uniprot.core:Structure_Resource,http://purl.uniprot.org/core/Structure_Resource,uniprot.core:resolution,http://purl.uniprot.org/core/resolution,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structure_Resource -> uniprot.core:resolution -> Resource,
shape_000874,uniprot.core:Structured_Name,http://purl.uniprot.org/core/Structured_Name,uniprot.core:cdAntigenName,http://purl.uniprot.org/core/cdAntigenName,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structured_Name -> uniprot.core:cdAntigenName -> Resource,
shape_000875,uniprot.core:Structured_Name,http://purl.uniprot.org/core/Structured_Name,uniprot.core:ecName,http://purl.uniprot.org/core/ecName,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structured_Name -> uniprot.core:ecName -> Resource,
shape_000876,uniprot.core:Structured_Name,http://purl.uniprot.org/core/Structured_Name,uniprot.core:fullName,http://purl.uniprot.org/core/fullName,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structured_Name -> uniprot.core:fullName -> Resource,
shape_000877,uniprot.core:Structured_Name,http://purl.uniprot.org/core/Structured_Name,uniprot.core:shortName,http://purl.uniprot.org/core/shortName,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structured_Name -> uniprot.core:shortName -> Resource,
shape_000878,uniprot.core:Subcellular_Location_Annotation,http://purl.uniprot.org/core/Subcellular_Location_Annotation,uniprot.core:locatedIn,http://purl.uniprot.org/core/locatedIn,Resource,Resource,0,0,0.0,0.0,uniprot.core:Subcellular_Location_Annotation -> uniprot.core:locatedIn -> Resource,
shape_000879,uniprot.core:Cluster,http://purl.uniprot.org/core/Cluster,uniprot.core:commonTaxon,http://purl.uniprot.org/core/commonTaxon,Resource,Resource,0,0,0.0,0.0,uniprot.core:Cluster -> uniprot.core:commonTaxon -> Resource,
shape_000880,uniprot.core:Cluster,http://purl.uniprot.org/core/Cluster,uniprot.core:identity,http://purl.uniprot.org/core/identity,Resource,Resource,0,0,0.0,0.0,uniprot.core:Cluster -> uniprot.core:identity -> Resource,
shape_000867,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:oldMnemonic,http://purl.uniprot.org/core/oldMnemonic,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:oldMnemonic -> Resource,
shape_000827,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:mass,http://purl.uniprot.org/core/mass,Resource,Resource,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:mass -> Resource,
shape_000828,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,uniprot.core:mass,http://purl.uniprot.org/core/mass,Resource,Resource,0,0,0.0,0.0,uniprot.core:Simple_Sequence -> uniprot.core:mass -> Resource,
shape_000829,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:modified,http://purl.uniprot.org/core/modified,Resource,Resource,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:modified -> Resource,
shape_000830,uniprot.core:Member_Of_Redudant_Proteome,http://purl.uniprot.org/core/Member_Of_Redudant_Proteome,uniprot.core:modified,http://purl.uniprot.org/core/modified,Resource,Resource,0,0,0.0,0.0,uniprot.core:Member_Of_Redudant_Proteome -> uniprot.core:modified -> Resource,
shape_000831,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:modified,http://purl.uniprot.org/core/modified,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:modified -> Resource,
shape_000832,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,uniprot.core:modified,http://purl.uniprot.org/core/modified,Resource,Resource,0,0,0.0,0.0,uniprot.core:Simple_Sequence -> uniprot.core:modified -> Resource,
shape_000833,uniprot.core:Cluster,http://purl.uniprot.org/core/Cluster,uniprot.core:modified,http://purl.uniprot.org/core/modified,Resource,Resource,0,0,0.0,0.0,uniprot.core:Cluster -> uniprot.core:modified -> Resource,
shape_000834,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:precursor,http://purl.uniprot.org/core/precursor,Resource,Resource,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:precursor -> Resource,
shape_000835,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,uniprot.core:precursor,http://purl.uniprot.org/core/precursor,Resource,Resource,0,0,0.0,0.0,uniprot.core:Simple_Sequence -> uniprot.core:precursor -> Resource,
shape_000836,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:version,http://purl.uniprot.org/core/version,Resource,Resource,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:version -> Resource,
shape_000837,uniprot.core:Member_Of_Redudant_Proteome,http://purl.uniprot.org/core/Member_Of_Redudant_Proteome,uniprot.core:version,http://purl.uniprot.org/core/version,Resource,Resource,0,0,0.0,0.0,uniprot.core:Member_Of_Redudant_Proteome -> uniprot.core:version -> Resource,
shape_000838,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:version,http://purl.uniprot.org/core/version,Resource,Resource,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:version -> Resource,
shape_000839,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,uniprot.core:version,http://purl.uniprot.org/core/version,Resource,Resource,0,0,0.0,0.0,uniprot.core:Simple_Sequence -> uniprot.core:version -> Resource,
shape_000854,uniprot.core:Member_Of_Redudant_Proteome,http://purl.uniprot.org/core/Member_Of_Redudant_Proteome,uniprot.core:reviewed,http://purl.uniprot.org/core/reviewed,Resource,Resource,0,0,0.0,0.0,uniprot.core:Member_Of_Redudant_Proteome -> uniprot.core:reviewed -> Resource,
shape_000841,uniprot.core:Gene,http://purl.uniprot.org/core/Gene,uniprot.core:orfName,http://purl.uniprot.org/core/orfName,Resource,Resource,0,0,0.0,0.0,uniprot.core:Gene -> uniprot.core:orfName -> Resource,
shape_000842,uniprot.core:Interaction,http://purl.uniprot.org/core/Interaction,uniprot.core:experiments,http://purl.uniprot.org/core/experiments,Resource,Resource,0,0,0.0,0.0,uniprot.core:Interaction -> uniprot.core:experiments -> Resource,
shape_000843,uniprot.core:Non_Self_Interaction,http://purl.uniprot.org/core/Non_Self_Interaction,uniprot.core:experiments,http://purl.uniprot.org/core/experiments,Resource,Resource,0,0,0.0,0.0,uniprot.core:Non_Self_Interaction -> uniprot.core:experiments -> Resource,
shape_000844,uniprot.core:Self_Interaction,http://purl.uniprot.org/core/Self_Interaction,uniprot.core:experiments,http://purl.uniprot.org/core/experiments,Resource,Resource,0,0,0.0,0.0,uniprot.core:Self_Interaction -> uniprot.core:experiments -> Resource,
shape_000845,uniprot.core:Interaction,http://purl.uniprot.org/core/Interaction,uniprot.core:xeno,http://purl.uniprot.org/core/xeno,Resource,Resource,0,0,0.0,0.0,uniprot.core:Interaction -> uniprot.core:xeno -> Resource,
shape_000846,uniprot.core:Non_Self_Interaction,http://purl.uniprot.org/core/Non_Self_Interaction,uniprot.core:xeno,http://purl.uniprot.org/core/xeno,Resource,Resource,0,0,0.0,0.0,uniprot.core:Non_Self_Interaction -> uniprot.core:xeno -> Resource,
shape_000847,uniprot.core:Self_Interaction,http://purl.uniprot.org/core/Self_Interaction,uniprot.core:xeno,http://purl.uniprot.org/core/xeno,Resource,Resource,0,0,0.0,0.0,uniprot.core:Self_Interaction -> uniprot.core:xeno -> Resource,
shape_000848,uniprot.core:Kinetics_Annotation,http://purl.uniprot.org/core/Kinetics_Annotation,uniprot.core:measuredActivity,http://purl.uniprot.org/core/measuredActivity,Resource,Resource,0,0,0.0,0.0,uniprot.core:Kinetics_Annotation -> uniprot.core:measuredActivity -> Resource,
shape_000849,uniprot.core:Kinetics_Annotation,http://purl.uniprot.org/core/Kinetics_Annotation,uniprot.core:measuredAffinity,http://purl.uniprot.org/core/measuredAffinity,Resource,Resource,0,0,0.0,0.0,uniprot.core:Kinetics_Annotation -> uniprot.core:measuredAffinity -> Resource,
shape_000000,rdf:Statement,http://www.w3.org/1999/02/22-rdf-syntax-ns#Statement,rdf:subject,http://www.w3.org/1999/02/22-rdf-syntax-ns#subject,uniprot.core:Annotation,http://purl.uniprot.org/core/Annotation,0,0,0.0,0.0,rdf:Statement -> rdf:subject -> uniprot.core:Annotation,
shape_000851,uniprot.core:Mass_Spectrometry_Annotation,http://purl.uniprot.org/core/Mass_Spectrometry_Annotation,uniprot.core:measuredValue,http://purl.uniprot.org/core/measuredValue,Resource,Resource,0,0,0.0,0.0,uniprot.core:Mass_Spectrometry_Annotation -> uniprot.core:measuredValue -> Resource,
shape_000852,uniprot.core:Mass_Spectrometry_Annotation,http://purl.uniprot.org/core/Mass_Spectrometry_Annotation,uniprot.core:method,http://purl.uniprot.org/core/method,Resource,Resource,0,0,0.0,0.0,uniprot.core:Mass_Spectrometry_Annotation -> uniprot.core:method -> Resource,
shape_000853,uniprot.core:Structure_Resource,http://purl.uniprot.org/core/Structure_Resource,uniprot.core:method,http://purl.uniprot.org/core/method,Resource,Resource,0,0,0.0,0.0,uniprot.core:Structure_Resource -> uniprot.core:method -> Resource,
shape_000840,uniprot.core:Gene,http://purl.uniprot.org/core/Gene,uniprot.core:locusName,http://purl.uniprot.org/core/locusName,Resource,Resource,0,0,0.0,0.0,uniprot.core:Gene -> uniprot.core:locusName -> Resource,
shape_000689,uniprot.core:Electronic_Citation,http://purl.uniprot.org/core/Electronic_Citation,uniprot.core:locator,http://purl.uniprot.org/core/locator,Resource,Resource,0,0,0.0,0.0,uniprot.core:Electronic_Citation -> uniprot.core:locator -> Resource,
shape_000690,uniprot.core:Electronic_Citation,http://purl.uniprot.org/core/Electronic_Citation,uniprot.core:locator,http://purl.uniprot.org/core/locator,Literal,Literal,0,0,0.0,0.0,uniprot.core:Electronic_Citation -> uniprot.core:locator -> Literal,
shape_000691,uniprot.core:Erroneous_Gene_Model_Prediction_Annotation,http://purl.uniprot.org/core/Erroneous_Gene_Model_Prediction_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Erroneous_Gene_Model_Prediction_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000692,uniprot.core:Erroneous_Initiation_Annotation,http://purl.uniprot.org/core/Erroneous_Initiation_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Erroneous_Initiation_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000693,uniprot.core:Erroneous_Termination_Annotation,http://purl.uniprot.org/core/Erroneous_Termination_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Erroneous_Termination_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000694,uniprot.core:Erroneous_Translation_Annotation,http://purl.uniprot.org/core/Erroneous_Translation_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Erroneous_Translation_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000695,uniprot.core:Frameshift_Annotation,http://purl.uniprot.org/core/Frameshift_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Frameshift_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000696,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000697,uniprot.core:Sequence_Caution_Annotation,http://purl.uniprot.org/core/Sequence_Caution_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Sequence_Caution_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000698,uniprot.core:Sequence_Conflict_Annotation,http://purl.uniprot.org/core/Sequence_Conflict_Annotation,uniprot.core:conflictingSequence,http://purl.uniprot.org/core/conflictingSequence,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:Sequence_Conflict_Annotation -> uniprot.core:conflictingSequence -> uniprot.core:External_Sequence,
shape_000699,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:basedOn,http://purl.uniprot.org/core/basedOn,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:basedOn -> uniprot.core:External_Sequence,
shape_000700,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:basedOn,http://purl.uniprot.org/core/basedOn,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:basedOn -> uniprot.core:Simple_Sequence,
shape_000771,uniprot.core:Protein,http://purl.uniprot.org/core/Protein,uniprot.core:annotation,http://purl.uniprot.org/core/annotation,uniprot.core:Nucleotide_Binding_Annotation,http://purl.uniprot.org/core/Nucleotide_Binding_Annotation,0,0,0.0,0.0,uniprot.core:Protein -> uniprot.core:annotation -> uniprot.core:Nucleotide_Binding_Annotation,
shape_000702,uniprot.core:Modified_Sequence,http://purl.uniprot.org/core/Modified_Sequence,uniprot.core:basedOn,http://purl.uniprot.org/core/basedOn,uniprot.core:Simple_Sequence,http://purl.uniprot.org/core/Simple_Sequence,0,0,0.0,0.0,uniprot.core:Modified_Sequence -> uniprot.core:basedOn -> uniprot.core:Simple_Sequence,
shape_000703,uniprot.core:External_Sequence,http://purl.uniprot.org/core/External_Sequence,uniprot.core:modification,http://purl.uniprot.org/core/modification,uniprot.core:Alternative_Sequence_Annotation,http://purl.uniprot.org/core/Alternative_Sequence_Annotation,0,0,0.0,0.0,uniprot.core:External_Sequence -> uniprot.core:modification -> uniprot.core:Alternative_Sequence_Annotation,
